news_id|title
65f93a06d34f691bf5376bdf|번식장, 냉동고에 강아지 사체 가득…보호소, 위탁 반려견 119마리 암매장
65f93a06d34f691bf5376be0|삼성전자, 반도체 공정 부생 온수, 지역난방 활용하는 ‘신기술’ 개발
65f93a06d34f691bf5376be1|예상 넘는 홍콩 ELS 배상 규모…은행권 주주환원엔 “영향 미미”
65f93a06d34f691bf5376be2|집인가 사무실인가, 오피스텔 딜레마…국토연 “법적 지위 명확히 해야”
65f93a06d34f691bf5376be3|포스코인터, 북미·유럽 완성차 업체에 희토류 영구자석 공급
65f93a06d34f691bf5376be4|미·카리브 공동체 긴급회동…아이티 총리 결국 사임 표명
65f93a06d34f691bf5376be5|미 정보당국 “전쟁 비판 여론 고조…네타냐후 정치생명 위태”
65f93a06d34f691bf5376be6|‘원전 오염수 방류’ 지지한 IAEA, 일본 정부서 259억원 지원받는다
65f93a06d34f691bf5376be7|EU “플랫폼 종사자 ‘노동자성’ 인정” 첫 합의
65f93a06d34f691bf5376be8|타스통신 “러시아에서 대한민국 국민 간첩 혐의로 체포”
65f93a06d34f691bf5376be9|손명순 여사 영면…김영삼 전 대통령 곁으로
65f93a06d34f691bf5376bea|꽉 막힌 홍해 뱃길…쪼그라든 수출 경쟁력
65f93a06d34f691bf5376beb|강호동 회장 “과감한 변화와 혁신 필요”
65f93a06d34f691bf5376bec|대상 ‘오푸드’, 떡볶이 등 ‘국가대표 길거리 음식’으로 북미·유럽 공략
65f93a06d34f691bf5376bed|삼성·LG전자, 이번엔 ‘세탁건조기’ 격돌
65f93a06d34f691bf5376bee|현대차 ‘HMG 드라이빙 체험 센터’ 2024 시즌 내달 5일 시동
65f93a06d34f691bf5376bef|롯데 3세 신유열의 ‘뉴롯데’ 공개
65f93a06d34f691bf5376bf0|LG, 알츠하이머 원인 규명할 AI 만든다
65f93a06d34f691bf5376bf1|‘법카’로 ‘현질’한 전 카카오 임원, 모든 계열사 이사직서 물러나
65f93a06d34f691bf5376bf2|해외 체류 국민 ‘휴대전화 인증’ 장벽, 이르면 하반기 허문다
65f93a06d34f691bf5376bf3|비트코인 1개에 ‘1억’
65f93a06d34f691bf5376bf4|반년 만에 “또 올랐다고?”…제품 값 인상 주기 짧아져
65f93a06d34f691bf5376bf5|교황 “우크라, 백기 들고 항복할 용기 필요” 발언에 거센 역풍
65f93a06d34f691bf5376bf6|지하철역서 군인이 가방 검사? 뉴욕, 범죄 예방책 두고 ‘시끌’
65f93a06d34f691bf5376bf7|바이든·네타냐후 ‘균열’ 심화
65f93a06d34f691bf5376bf8|‘30년 관행’ 총리 기자회견도 생략…‘시진핑 1인 체제’ 완성
65f93a06d34f691bf5376bf9|“F-16, 이르면 7월에 우크라에 배치···45대 중 6대부터”
65f93a06d34f691bf5376bfa|포르투갈 총선, 중도우파가 0.8%P 차이로 승리…극우정당은 3당으로 약진
65f93a06d34f691bf5376bfb|환경 논란 ‘남산 곤돌라’ 두 번 유찰 끝 ‘수의계약’
